"Current time"	2020/01/22 15:05:23
#0003373	2020/04/16 21:00:25	15.91	 1.29354	0.075062	-0.873502	 5.73	16.48	16.001	 4.042	8.546631	   -inf	 0.0000	 1.0087	4835	496	282.560	91.988	16.166	  16.0787	  4.09487	  32.3131
#0003374	2020/04/16 21:30:25	15.91	 1.29196	0.076806	-0.874354	 5.73	16.50	16.044	 4.094	8.576583	   -inf	 0.0000	 0.9714	4835	496	286.237	93.266	16.207	  16.0846	  4.09216	  32.2844
#0003375	2020/04/16 22:00:25	15.91	 1.28195	0.078010	-0.870984	 5.74	16.69	16.315	 4.167	8.594716	   -inf	 0.0000	 0.9962	4835	496	292.644	96.166	16.609	  16.6386	  4.09145	  31.8330
#0003376	2020/04/16 22:30:25	15.91	 1.26323	0.079402	-0.869711	 5.72	17.05	16.825	 4.263	8.613552	   -inf	 0.0000	 0.9718	4835	496	304.437	101.271	17.192	  17.1625	  4.12331	  31.6941
#0003377	2020/04/16 23:00:25	15.91	 1.24878	0.079312	-0.867392	 5.73	17.47	17.222	 4.308	8.607798	   -inf	 0.0000	 0.9186	4835	496	314.509	105.425	17.560	  17.6206	  4.16118	  31.6590
#0003378	2020/04/16 23:30:25	15.91	 1.24129	0.080444	-0.867108	 5.74	17.67	17.429	 4.470	8.625252	   -inf	 0.0000	 0.9001	4835	496	322.161	108.329	17.711	  17.7307	  4.19195	  31.8341
#0003379	2020/04/17 00:00:25	15.91	 1.24482	0.087869	-0.863174	 5.74	17.77	17.331	 4.610	8.755119	   -inf	 0.0000	 0.8798	4835	496	374.024	125.222	17.501	  17.5060	  4.20083	  32.0862
#0003380	2020/04/17 00:30:25	15.91	 1.24626	0.086409	-0.860590	 5.74	17.73	17.292	 4.782	8.730218	   -inf	 0.0000	 0.8882	4835	496	397.301	132.872	17.449	  17.4070	  4.24717	  32.5611
#0003381	2020/04/17 01:00:25	15.91	 1.24495	0.089661	-0.858466	 5.74	17.76	17.328	 4.891	8.786244	   -inf	 0.0000	 0.8962	4835	496	419.738	140.555	17.511	  17.4967	  4.27505	  32.7274
#0003382	2020/04/17 01:30:25	15.91	 1.24337	0.092324	-0.858754	 5.72	17.77	17.371	 5.041	8.831953	   -inf	 0.0000	 0.9179	4835	496	441.392	148.013	17.578	  17.5914	  4.28734	  32.7561
#0003383	2020/04/17 02:00:25	15.91	 1.23941	0.089542	-0.857339	 5.74	17.89	17.481	 5.079	8.782471	   -inf	 0.0000	 0.9061	4835	496	441.946	148.575	17.701	  17.7083	  4.30062	  32.7751
#0003384	2020/04/17 02:30:25	15.91	 1.23725	0.092225	-0.860844	 5.74	17.97	17.541	 5.133	8.828325	   -inf	 0.0000	 0.8787	4835	496	423.108	142.377	17.747	  17.7446	  4.29911	  32.7330
#0003385	2020/04/17 03:00:25	15.91	 1.23723	0.092176	-0.857960	 5.74	18.00	17.542	 5.162	8.827461	   -inf	 0.0000	 0.8998	4835	496	417.762	140.512	17.724	  17.7089	  4.29057	  32.6890
#0003386	2020/04/17 03:30:25	15.91	 1.23828	0.088087	-0.859746	 5.74	17.99	17.513	 5.157	8.756893	   -inf	 0.0000	 0.8950	4835	496	420.375	141.256	17.678	  17.6527	  4.28835	  32.7153
#0003387	2020/04/17 04:00:25	15.91	 1.23939	0.090618	-0.860913	 5.72	17.96	17.482	 5.067	8.801124	   -inf	 0.0000	 0.8951	4835	496	420.695	141.279	17.649	  17.6248	  4.28695	  32.7257
#0003388	2020/04/17 04:30:25	15.91	 1.23972	0.088447	-0.859232	 5.72	17.96	17.473	 5.046	8.763578	   -inf	 0.0000	 0.8926	4835	496	419.113	140.720	17.639	  17.6165	  4.28484	  32.7145
#0003389	2020/04/17 05:00:25	15.91	 1.23937	0.090268	-0.859584	 5.74	17.96	17.482	 4.936	8.795051	   -inf	 0.0000	 0.9139	4835	496	421.051	141.449	17.666	  17.6570	  4.27993	  32.6400
#0003390	2020/04/17 05:30:25	15.91	 1.23876	0.088713	-0.858976	 5.72	17.97	17.499	 4.882	8.767902	   -inf	 0.0000	 0.8933	4835	496	417.585	140.338	17.685	  17.6796	  4.28646	  32.6776
#0003391	2020/04/17 06:00:25	15.91	 1.23860	0.090764	-0.861176	 5.74	17.99	17.504	 4.807	8.803412	   -inf	 0.0000	 0.8990	4835	496	417.276	140.228	17.682	  17.6664	  4.29095	  32.7264
#0003392	2020/04/17 06:30:25	15.91	 1.23858	0.090987	-0.862467	 5.74	17.99	17.504	 4.701	8.807281	   -inf	 0.0000	 0.8847	4835	496	417.536	140.319	17.684	  17.6666	  4.28506	  32.6760
#0003393	2020/04/17 07:00:25	15.91	 1.23896	0.090298	-0.862320	 5.72	17.99	17.494	 4.658	8.795447	   -inf	 0.0000	 0.8827	4835	496	414.383	139.204	17.664	  17.6456	  4.29029	  32.7375
#0003394	2020/04/17 07:30:25	15.91	 1.23868	0.088848	-0.859547	 5.74	17.98	17.501	 4.588	8.770211	   -inf	 0.0000	 0.8837	4835	496	414.292	139.223	17.682	  17.6718	  4.28590	  32.6790
#0003395	2020/04/17 08:00:25	15.91	 1.23880	0.089542	-0.861839	 5.74	17.99	17.498	 4.568	8.782278	   -inf	 0.0000	 0.8791	4835	496	409.072	137.441	17.672	  17.6537	  4.27737	  32.6209
#0003396	2020/04/17 08:30:25	15.91	 1.23877	0.089321	-0.861799	 5.72	17.99	17.499	 4.539	8.778452	   -inf	 0.0000	 0.8699	4835	496	405.912	136.388	17.675	  17.6632	  4.27793	  32.6180
#0003397	2020/04/17 09:00:25	15.91	 1.23893	0.090660	-0.863528	 5.74	17.99	17.495	 4.548	8.801721	   -inf	 0.0000	 0.8840	4835	496	405.254	136.152	17.670	  17.6577	  4.27282	  32.5790
#0003398	2020/04/17 09:30:25	15.91	 1.23897	0.089237	-0.861856	 5.74	17.98	17.493	 4.605	8.777048	   -inf	 0.0000	 0.8722	4835	496	398.914	134.025	17.671	  17.6608	  4.26902	  32.5441
#0003399	2020/04/17 10:00:25	15.91	 1.23895	0.087086	-0.861829	 5.74	17.98	17.494	 4.664	8.739743	   -inf	 0.0000	 0.8738	4835	496	403.625	135.615	17.673	  17.6589	  4.27478	  32.5947
#0003400	2020/04/17 10:30:25	15.91	 1.27077	0.084960	-0.869488	 5.74	17.39	16.619	 4.745	8.712397	   -inf	 0.0000	 0.9394	4835	496	341.696	112.386	16.651	  16.6042	  4.14303	  32.3088
#0003401	2020/04/17 11:00:25	15.91	 1.27950	0.085386	-0.866565	 5.74	17.08	16.381	 4.888	8.722423	   -inf	 0.0000	 0.9562	4835	496	338.321	110.826	16.459	  16.3877	  4.15100	  32.5541
#0003402	2020/04/17 11:30:25	15.91	 1.28216	0.086572	-0.865919	 5.72	16.91	16.309	 5.001	8.743847	   -inf	 0.0000	 0.9325	4835	496	355.346	116.413	16.463	  16.4341	  4.17748	  32.7479
#0003403	2020/04/17 12:00:25	15.90	 1.28409	0.086009	-0.865995	 5.72	16.85	16.257	 5.087	8.734634	   -inf	 0.0000	 0.9404	4835	496	360.786	118.048	16.404	  16.3679	  4.18506	  32.8687
#0003404	2020/04/17 12:30:25	15.90	 1.28556	0.083314	-0.866758	 5.74	16.79	16.217	 5.174	8.688126	   -inf	 0.0000	 0.9436	4835	496	355.376	116.205	16.375	  16.3504	  4.17884	  32.8286
#0003405	2020/04/17 13:00:25	15.90	 1.28660	0.085038	-0.867591	 5.72	16.75	16.189	 5.218	8.718460	   -inf	 0.0000	 0.9890	4835	496	351.442	114.843	16.344	  16.3155	  4.17463	  32.8204
#0003406	2020/04/17 13:30:25	15.90	 1.28866	0.082395	-0.866979	 5.74	16.69	16.133	 5.307	8.673024	   -inf	 0.0000	 0.9886	4835	496	343.660	112.183	16.294	  16.2626	  4.17331	  32.8524
#0003407	2020/04/17 14:00:25	15.90	 1.28958	0.082675	-0.867376	 5.74	16.64	16.108	 5.271	8.678179	   -inf	 0.0000	 1.0437	4835	496	340.078	110.979	16.279	  16.2614	  4.17614	  32.8783
#0003408	2020/04/17 14:30:25	15.90	 1.29071	0.081746	-0.869024	 5.73	16.61	16.078	 5.227	8.662313	   -inf	 0.0000	 0.9996	4835	496	337.295	109.981	16.241	  16.2035	  4.17369	  32.9047
#0003409	2020/04/17 15:00:25	15.90	 1.28962	0.083585	-0.870974	 5.72	16.62	16.107	 5.181	8.694048	   -inf	 0.0000	 1.0542	4835	496	339.864	110.959	16.301	  16.2898	  4.17006	  32.8014
#0003410	2020/04/17 15:30:25	15.90	 1.28925	0.084788	-0.870175	 5.74	16.62	16.117	 5.154	8.714889	   -inf	 0.0000	 0.9873	4835	496	340.032	111.006	16.297	  16.2813	  4.17119	  32.8184
#0003411	2020/04/17 16:00:25	15.90	 1.28908	0.081436	-0.867974	 5.72	16.62	16.122	 5.002	8.656446	   -inf	 0.0000	 1.0396	4835	496	341.973	111.661	16.306	  16.2959	  4.16878	  32.7852
#0003412	2020/04/17 16:30:25	15.90	 1.28735	0.081272	-0.867873	 5.73	16.66	16.168	 4.919	8.653086	   -inf	 0.0000	 0.9768	4835	496	343.335	112.231	16.359	  16.3333	  4.17385	  32.7988
#0003413	2020/04/17 17:00:25	15.90	 1.28660	0.082887	-0.868761	 5.74	16.68	16.189	 4.754	8.681000	   -inf	 0.0000	 0.9717	4835	496	339.218	110.922	16.375	  16.3488	  4.17445	  32.7914
#0003414	2020/04/17 17:30:25	15.90	 1.28575	0.083605	-0.869714	 5.74	16.70	16.212	 4.661	8.693243	   -inf	 0.0000	 0.9528	4835	496	333.656	109.172	16.405	  16.3615	  4.17336	  32.7715
#0003415	2020/04/17 18:00:25	15.90	 1.28517	0.082595	-0.868415	 5.74	16.72	16.228	 4.551	8.675489	   -inf	 0.0000	 0.9678	4835	496	332.928	108.942	16.408	  16.3803	  4.17305	  32.7532
#0003416	2020/04/17 18:30:25	15.90	 1.28634	0.084051	-0.867730	 5.73	16.73	16.196	 4.420	8.701199	   -inf	 0.0000	 0.9756	4835	496	330.785	108.144	16.366	  16.3130	  4.17261	  32.8047
#0003417	2020/04/17 19:00:25	15.90	 1.28493	0.081589	-0.870975	 5.74	16.73	16.234	 4.332	8.657893	   -inf	 0.0000	 0.9437	4835	496	328.909	107.680	16.432	  16.3673	  4.17002	  32.7374
#0003418	2020/04/17 19:30:25	15.90	 1.28305	0.082973	-0.869678	 5.72	16.76	16.285	 4.193	8.681455	   -inf	 0.0000	 0.9322	4835	496	334.968	109.787	16.485	  16.4165	  4.16709	  32.6714
#0003419	2020/04/17 20:00:25	15.90	 1.28144	0.081936	-0.868185	 5.74	16.81	16.329	 4.174	8.662930	   -inf	 0.0000	 0.9199	4835	496	333.451	109.380	16.524	  16.4648	  4.16517	  32.6150
#0003420	2020/04/17 20:30:25	15.90	 1.27836	0.081363	-0.870497	 5.72	16.90	16.412	 4.114	8.652050	   -inf	 0.0000	 0.9328	4835	496	335.345	110.204	16.611	  16.5500	  4.15994	  32.5000
#0003421	2020/04/17 21:00:25	15.90	 1.27661	0.081216	-0.869345	 5.72	16.99	16.460	 4.039	8.648991	   -inf	 0.0000	 0.9687	4835	496	337.510	110.963	16.632	  16.4848	  4.16655	  32.6108
#0003422	2020/04/17 21:30:25	15.90	 1.27413	0.083246	-0.867868	 5.74	17.01	16.527	 4.048	8.683578	   -inf	 0.0000	 0.9066	4835	496	332.119	109.314	16.686	  16.5641	  4.16959	  32.5728
#0003423	2020/04/17 22:00:25	15.90	 1.27345	0.082672	-0.870300	 5.74	17.03	16.546	 4.043	8.673402	   -inf	 0.0000	 0.9418	4835	496	330.696	108.832	16.679	  16.5483	  4.16907	  32.5810
#0003424	2020/04/17 22:30:25	15.90	 1.27433	0.083298	-0.868456	 5.72	17.07	16.522	 4.104	8.684551	   -inf	 0.0000	 0.9097	4835	496	332.813	109.392	16.620	  16.3969	  4.17182	  32.7289
#0003425	2020/04/17 23:00:25	15.90	 1.25800	0.083277	-0.864786	 5.73	17.30	16.968	 4.183	8.679357	   -inf	 0.0000	 0.9236	4835	496	344.615	114.858	17.285	  17.2994	  4.17604	  32.0379
#0003426	2020/04/17 23:30:25	15.90	 1.24993	0.089078	-0.864920	 5.72	17.62	17.191	 4.316	8.777656	   -inf	 0.0000	 0.9202	4835	496	363.570	121.495	17.411	  17.3480	  4.20144	  32.2168
#0003427	2020/04/18 00:00:25	15.90	 1.24222	0.090349	-0.861836	 5.72	17.75	17.403	 4.473	8.797333	   -inf	 0.0000	 0.8931	4835	496	387.156	130.034	17.656	  17.6988	  4.21056	  32.0169
#0003428	2020/04/18 00:30:25	15.90	 1.23356	0.092712	-0.860896	 5.74	18.02	17.644	 4.617	8.835618	   -inf	 0.0000	 0.8827	4835	496	396.232	133.730	17.891	  17.8989	  4.20801	  31.8386
#0003429	2020/04/18 01:00:25	15.90	 1.23265	0.090812	-0.861401	 5.72	18.06	17.669	 4.755	8.802393	   -inf	 0.0000	 0.8951	4835	496	387.794	130.811	17.864	  17.9010	  4.22028	  31.9406
#0003430	2020/04/18 01:30:25	15.90	 1.23151	0.093136	-0.858134	 5.72	18.12	17.701	 4.934	8.842322	   -inf	 0.0000	 0.8807	4835	496	427.280	144.181	17.881	  17.8475	  4.27170	  32.4180
#0003431	2020/04/18 02:00:25	15.90	 1.23357	0.092578	-0.856190	 5.74	18.09	17.643	 5.045	8.833290	   -inf	 0.0000	 0.8811	4835	496	436.702	147.151	17.812	  17.7959	  4.27637	  32.4986
#0003432	2020/04/18 02:30:25	15.90	 1.23096	0.092219	-0.855758	 5.74	18.13	17.716	 5.122	8.826248	   -inf	 0.0000	 0.8804	4835	496	426.897	144.179	17.924	  17.9437	  4.29116	  32.5062
#0003433	2020/04/18 03:00:25	15.90	 1.23045	0.091127	-0.857287	 5.72	18.18	17.730	 5.196	8.807172	   -inf	 0.0000	 0.8852	4835	496	409.232	138.178	17.912	  17.9000	  4.29604	  32.5824
#0003434	2020/04/18 03:30:25	15.90	 1.23163	0.093615	-0.859476	 5.72	18.18	17.697	 5.191	8.850644	   -inf	 0.0000	 0.8985	4835	496	400.256	135.001	17.859	  17.8285	  4.29526	  32.6330
#0003435	2020/04/18 04:00:25	15.90	 1.23313	0.092107	-0.856349	 5.72	18.14	17.656	 5.165	8.824989	   -inf	 0.0000	 0.8977	4835	496	408.812	137.786	17.824	  17.7977	  4.29505	  32.6558
#0003436	2020/04/18 04:30:25	15.90	 1.23278	0.090983	-0.857846	 5.72	18.13	17.665	 5.093	8.805409	   -inf	 0.0000	 0.9041	4835	496	402.984	135.885	17.847	  17.8435	  4.29046	  32.5802
#0003437	2020/04/18 05:00:25	15.90	 1.23156	0.093184	-0.858911	 5.74	18.17	17.699	 5.030	8.843159	   -inf	 0.0000	 0.9148	4835	496	409.407	138.168	17.888	  17.8741	  4.28485	  32.5082
#0003438	2020/04/18 05:30:25	15.90	 1.23178	0.093001	-0.858674	 5.74	18.16	17.693	 4.905	8.840061	   -inf	 0.0000	 0.8667	4835	496	410.621	138.527	17.870	  17.8563	  4.28539	  32.5270
#0003439	2020/04/18 06:00:25	15.90	 1.23166	0.090305	-0.857136	 5.74	18.18	17.697	 4.813	8.793299	   -inf	 0.0000	 0.8920	4835	496	400.449	135.105	17.873	  17.8540	  4.28743	  32.5460
#0003440	2020/04/18 06:30:25	15.90	 1.23168	0.091615	-0.860190	 5.74	18.19	17.696	 4.695	8.816007	   -inf	 0.0000	 0.8935	4835	496	394.184	132.954	17.860	  17.8141	  4.28223	  32.5338
#0003441	2020/04/18 07:00:25	15.90	 1.23097	0.088819	-0.860380	 5.72	18.17	17.715	 4.647	8.767349	   -inf	 0.0000	 0.8877	4835	496	392.383	132.478	17.908	  17.9015	  4.27270	  32.3836
#0003442	2020/04/18 07:30:25	15.90	 1.23196	0.089691	-0.859457	 5.74	18.18	17.688	 4.539	8.782763	   -inf	 0.0000	 0.9023	4835	496	387.928	130.810	17.847	  17.8041	  4.28739	  32.5857
#0003443	2020/04/18 08:00:25	15.90	 1.23288	0.091063	-0.860593	 5.72	18.15	17.662	 4.509	8.806811	   -inf	 0.0000	 0.9103	4835	496	379.503	127.916	17.827	  17.8098	  4.26872	  32.4227
#0003444	2020/04/18 08:30:25	15.90	 1.23274	0.091671	-0.859495	 5.72	18.13	17.666	 4.443	8.817309	   -inf	 0.0000	 0.9158	4835	496	376.935	127.107	17.849	  17.8549	  4.27433	  32.4344
#0003445	2020/04/18 09:00:25	15.90	 1.23178	0.091980	-0.860608	 5.74	18.17	17.693	 4.419	8.822372	   -inf	 0.0000	 0.8429	4835	496	375.339	126.662	17.884	  17.8754	  4.27438	  32.4185
#0003446	2020/04/18 09:30:25	15.90	 1.23100	0.090485	-0.857743	 5.72	18.21	17.715	 4.373	8.796213	   -inf	 0.0000	 0.9006	4835	496	382.799	129.239	17.907	  17.8919	  4.27629	  32.4215
#0003447	2020/04/18 10:00:25	15.90	 1.22993	0.091318	-0.861228	 5.74	18.22	17.744	 4.420	8.810313	   -inf	 0.0000	 0.8606	4835	496	380.863	128.648	17.930	  17.9114	  4.25934	  32.2626
#0003448	2020/04/18 10:30:25	15.90	 1.22942	0.089805	-0.861198	 5.74	18.24	17.759	 4.511	8.783955	   -inf	 0.0000	 0.9069	4835	496	378.134	127.753	17.940	  17.9209	  4.24159	  32.1051
#0003449	2020/04/18 11:00:25	15.90	 1.23997	0.088838	-0.861419	 5.72	18.03	17.466	 4.567	8.770444	   -inf	 0.0000	 0.8829	4835	496	346.745	116.318	17.596	  17.5633	  4.24966	  32.4571
#0003450	2020/04/18 11:30:25	15.90	 1.24923	0.089568	-0.860391	 5.72	17.83	17.210	 4.742	8.785950	   -inf	 0.0000	 0.9052	4835	496	369.374	123.144	17.298	  17.2399	  4.23474	  32.5890
#0003451	2020/04/18 12:00:25	15.90	 1.25131	0.090111	-0.858584	 5.74	17.70	17.152	 4.827	8.796009	   -inf	 0.0000	 0.9375	4835	496	395.791	131.957	17.300	  17.2778	  4.25773	  32.7559
#0003452	2020/04/18 12:30:25	15.90	 1.25126	0.090415	-0.856897	 5.73	17.68	17.154	 4.933	8.801271	   -inf	 0.0000	 0.9597	4835	496	413.348	137.890	17.328	  17.3121	  4.25881	  32.7374
#0003453	2020/04/18 13:00:25	15.90	 1.25173	0.092665	-0.860146	 5.74	17.66	17.141	 5.068	8.840488	   -inf	 0.0000	 0.9550	4835	496	416.591	138.935	17.315	  17.3019	  4.26447	  32.7943
#0003454	2020/04/18 13:30:25	15.90	 1.25171	0.091953	-0.859699	 5.72	17.66	17.141	 5.178	8.828114	   -inf	 0.0000	 0.9663	4835	496	413.184	137.811	17.319	  17.2993	  4.26583	  32.8081
#0003455	2020/04/18 14:00:25	15.90	 1.25436	0.090740	-0.859053	 5.74	17.64	17.068	 5.263	8.807868	   -inf	 0.0000	 0.9350	4835	496	412.658	137.338	17.215	  17.1688	  4.26430	  32.9011
#0003456	2020/04/18 14:30:25	15.89	 1.25516	0.090065	-0.859868	 5.73	17.58	17.046	 5.263	8.796396	   -inf	 0.0000	 0.9504	4835	496	412.920	137.418	17.213	  17.1868	  4.27056	  32.9404
#0003457	2020/04/18 15:00:25	15.89	 1.25582	0.090472	-0.857532	 5.73	17.55	17.028	 5.234	8.803670	   -inf	 0.0000	 0.9688	4835	496	410.654	136.613	17.195	  17.1732	  4.26734	  32.9237
#0003458	2020/04/18 15:30:25	15.89	 1.25655	0.092354	-0.860681	 5.74	17.51	17.008	 5.247	8.836591	   -inf	 0.0000	 0.9725	4835	496	408.202	135.765	17.184	  17.1685	  4.26861	  32.9384
#0003459	2020/04/18 16:00:25	15.89	 1.25636	0.092637	-0.860801	 5.73	17.52	17.013	 5.157	8.841448	   -inf	 0.0000	 0.9697	4835	496	402.786	133.973	17.187	  17.1769	  4.26253	  32.8792
#0003460	2020/04/18 16:30:25	15.89	 1.25827	0.090209	-0.858509	 5.74	17.48	16.961	 5.041	8.799854	   -inf	 0.0000	 0.9282	4835	496	396.846	131.840	17.130	  17.1019	  4.25886	  32.9087
#0003461	2020/04/18 17:00:25	15.89	 1.25754	0.089723	-0.862072	 5.72	17.46	16.981	 4.950	8.791195	   -inf	 0.0000	 0.9674	4835	496	397.147	132.061	17.174	  17.1616	  4.25936	  32.8643
#0003462	2020/04/18 17:30:25	15.89	 1.25600	0.090927	-0.862912	 5.73	17.49	17.023	 4.841	8.811637	   -inf	 0.0000	 0.9725	4835	496	389.080	129.513	17.224	  17.2223	  4.25971	  32.8180
#0003463	2020/04/18 18:00:25	15.89	 1.25439	0.090911	-0.861955	 5.74	17.53	17.068	 4.651	8.810854	   -inf	 0.0000	 0.9615	4835	496	383.412	127.738	17.266	  17.2632	  4.25714	  32.7628
#0003464	2020/04/18 18:30:25	15.89	 1.25303	0.088762	-0.863206	 5.74	17.58	17.105	 4.511	8.773117	   -inf	 0.0000	 0.9690	4835	496	384.208	128.092	17.299	  17.2797	  4.25575	  32.7374
#0003465	2020/04/18 19:00:25	15.89	 1.25177	0.088369	-0.863972	 5.72	17.61	17.140	 4.427	8.765912	   -inf	 0.0000	 0.9655	4835	496	374.427	124.889	17.321	  17.2838	  4.25241	  32.7054
#0003466	2020/04/18 19:30:25	15.89	 1.25186	0.090882	-0.863019	 5.72	17.62	17.137	 4.320	8.809567	   -inf	 0.0000	 0.9652	4835	496	371.306	123.820	17.310	  17.2744	  4.25141	  32.7044
#0003467	2020/04/18 20:00:25	15.89	 1.24931	0.087594	-0.861306	 5.72	17.65	17.207	 4.256	8.751716	   -inf	 0.0000	 0.9593	4835	496	381.162	127.351	17.403	  17.3719	  4.25307	  32.6399
#0003468	2020/04/18 20:30:25	15.89	 1.24810	0.090136	-0.861370	 5.73	17.70	17.241	 4.171	8.795465	   -inf	 0.0000	 0.9488	4835	496	388.053	129.728	17.431	  17.3316	  4.24591	  32.6109
#0003469	2020/04/18 21:00:25	15.89	 1.24647	0.087679	-0.859998	 5.74	17.75	17.286	 4.107	8.752330	   -inf	 0.0000	 0.9513	4835	496	392.087	131.193	17.473	  17.3846	  4.23767	  32.4978
#0003470	2020/04/18 21:30:25	15.89	 1.24374	0.088045	-0.859257	 5.72	17.82	17.361	 4.043	8.757849	   -inf	 0.0000	 0.9405	4835	496	394.455	132.217	17.558	  17.4745	  4.20940	  32.1842
#0003471	2020/04/18 22:00:25	15.89	 1.24103	0.091853	-0.860739	 5.74	17.87	17.436	 4.039	8.823050	   -inf	 0.0000	 0.9415	4835	496	403.558	135.474	17.631	  17.5891	  4.20298	  32.0389
#0003472	2020/04/18 22:30:25	15.89	 1.24091	0.090006	-0.861396	 5.72	17.94	17.440	 4.066	8.790991	   -inf	 0.0000	 0.9375	4835	496	402.835	135.152	17.603	  17.4129	  4.22983	  32.4079
#0003473	2020/04/18 23:00:25	15.89	 1.23965	0.088452	-0.859540	 5.74	17.98	17.475	 4.108	8.763648	   -inf	 0.0000	 0.9264	4835	496	405.454	136.140	17.642	  17.4645	  4.21616	  32.2500
#0003474	2020/04/18 23:30:25	15.89	 1.22978	0.090184	-0.857213	 5.74	18.13	17.749	 4.265	8.790625	   -inf	 0.0000	 0.9151	4835	496	362.086	122.379	17.959	  17.9218	  4.29964	  32.5955
#0003475	2020/04/19 00:00:25	15.89	 1.23550	0.088963	-0.860079	 5.72	18.15	17.590	 4.368	8.771230	   -inf	 0.0000	 0.9124	4835	496	355.467	119.504	17.701	  17.6321	  4.29802	  32.8143
#0003476	2020/04/19 00:30:25	15.89	 1.23735	0.093058	-0.860105	 5.74	18.05	17.538	 4.468	8.842802	   -inf	 0.0000	 0.9246	4835	496	376.144	126.402	17.681	  17.6474	  4.29799	  32.8017
#0003477	2020/04/19 01:00:25	15.89	 1.24372	0.092433	-0.859329	 5.74	17.94	17.362	 4.655	8.833949	   -inf	 0.0000	 0.9308	4835	496	391.802	131.099	17.474	  17.4210	  4.28648	  32.8865
#0003478	2020/04/19 01:30:25	15.89	 1.24457	0.091655	-0.856981	 5.74	17.86	17.338	 4.818	8.820722	   -inf	 0.0000	 0.9312	4835	496	393.623	131.751	17.489	  17.4561	  4.29760	  32.9533
#0003479	2020/04/19 02:00:25	15.89	 1.24613	0.091691	-0.855583	 5.74	17.82	17.295	 5.011	8.821833	   -inf	 0.0000	 0.9398	4835	496	411.326	137.577	17.454	  17.4284	  4.29813	  32.9805
#0003480	2020/04/19 02:30:25	15.89	 1.24713	0.093565	-0.858550	 5.74	17.79	17.268	 5.119	8.854670	   -inf	 0.0000	 0.9385	4835	496	408.416	136.545	17.434	  17.4124	  4.29530	  32.9693
#0003481	2020/04/19 03:00:25	15.89	 1.25046	0.094135	-0.859376	 5.72	17.71	17.176	 5.243	8.865612	   -inf	 0.0000	 0.9555	4835	496	403.998	134.770	17.327	  17.2977	  4.28374	  32.9634
#0003482	2020/04/19 03:30:25	15.89	 1.25322	0.093181	-0.860236	 5.72	17.63	17.100	 5.268	8.849909	   -inf	 0.0000	 0.9572	4835	496	403.789	134.494	17.254	  17.2332	  4.27870	  32.9726
#0003483	2020/04/19 04:00:25	15.89	 1.25508	0.093687	-0.856966	 5.73	17.59	17.049	 5.306	8.859275	   -inf	 0.0000	 0.9704	4835	496	400.600	133.295	17.205	  17.1783	  4.27255	  32.9644
#0003484	2020/04/19 04:30:25	15.89	 1.25705	0.091740	-0.860109	 5.72	17.53	16.995	 5.242	8.826077	   -inf	 0.0000	 0.9784	4835	496	390.385	129.746	17.149	  17.1219	  4.26872	  32.9775
#0003485	2020/04/19 05:00:25	15.89	 1.25754	0.091791	-0.857840	 5.74	17.50	16.981	 5.178	8.827107	   -inf	 0.0000	 0.9711	4835	496	390.307	129.714	17.147	  17.1263	  4.26995	  32.9846
#0003486	2020/04/19 05:30:25	15.89	 1.25607	0.090182	-0.857953	 5.74	17.51	17.021	 5.078	8.798707	   -inf	 0.0000	 0.9807	4835	496	388.843	129.424	17.220	  17.2170	  4.27311	  32.9377
#0003487	2020/04/19 06:00:25	15.89	 1.25647	0.091382	-0.861200	 5.72	17.52	17.010	 4.965	8.819687	   -inf	 0.0000	 0.9780	4835	496	379.794	126.308	17.180	  17.1600	  4.27037	  32.9606
#0003488	2020/04/19 06:30:25	15.89	 1.25643	0.090165	-0.859626	 5.72	17.52	17.011	 4.835	8.798523	   -inf	 0.0000	 0.9748	4835	496	371.713	123.659	17.195	  17.1660	  4.26963	  32.9493
#0003489	2020/04/19 07:00:25	15.89	 1.25062	0.090067	-0.862468	 5.72	17.61	17.171	 4.738	8.795036	   -inf	 0.0000	 0.9584	4835	496	356.603	119.190	17.421	  17.4474	  4.27725	  32.7861
#0003490	2020/04/19 07:30:25	15.89	 1.24854	0.088798	-0.861070	 5.73	17.69	17.229	 4.606	8.772367	   -inf	 0.0000	 0.9451	4835	496	355.867	118.975	17.433	  17.4130	  4.27255	  32.7736
#0003491	2020/04/19 08:00:25	15.89	 1.24853	0.090573	-0.860759	 5.74	17.70	17.229	 4.523	8.803176	   -inf	 0.0000	 0.9425	4835	496	358.830	119.902	17.408	  17.3817	  4.28024	  32.8650
#0003492	2020/04/19 08:30:25	15.89	 1.24792	0.090131	-0.860759	 5.74	17.71	17.246	 4.483	8.795322	   -inf	 0.0000	 0.9259	4835	496	352.860	117.963	17.431	  17.4182	  4.26904	  32.7394
#0003493	2020/04/19 09:00:25	15.89	 1.24888	0.089002	-0.860161	 5.73	17.71	17.219	 4.394	8.776016	   -inf	 0.0000	 0.9273	4835	496	353.380	118.021	17.383	  17.3564	  4.27057	  32.8025
#0003494	2020/04/19 09:30:25	15.89	 1.24898	0.088212	-0.859611	 5.75	17.70	17.217	 4.355	8.762336	   -inf	 0.0000	 0.9544	4835	496	344.455	115.061	17.392	  17.3704	  4.26811	  32.7701
