"Current time"	2020/01/22 15:05:23
#0001439	2020/02/23 12:08:37	16.85	 1.30718	0.077234	-0.869596	 5.74	17.38	15.634	 4.674	8.588343	   -inf	 0.0000	 1.0205	4835	496	305.091	98.548	15.798	  15.7755	  4.17957	  33.3141
#0001440	2020/02/23 13:08:06	16.84	 1.31152	0.081139	-0.868609	 5.74	17.35	15.518	 4.922	8.657751	   -inf	 0.0000	 0.9559	4835	496	301.871	97.207	15.653	  15.6216	  4.16336	  33.2995
#0001441	2020/02/23 14:03:46	16.84	 1.31450	0.080636	-0.874910	 5.74	17.31	15.438	 5.177	8.649820	   -inf	 0.0000	 1.0787	4835	496	303.995	97.789	15.605	  15.5867	  4.16985	  33.3871
#0001442	2020/02/23 17:54:31	16.83	 1.31366	0.079466	-0.867571	 5.72	17.32	15.461	 5.720	8.629158	   -inf	 0.0000	 1.0738	4835	496	305.769	98.428	15.637	  15.6205	  4.17500	  33.4045
#0001443	2020/02/23 18:00:25	16.83	 1.31371	0.081788	-0.868771	 5.72	16.62	15.460	 5.727	8.669721	   -inf	 0.0000	 1.0182	4835	496	306.935	98.800	15.635	  15.6205	  4.17387	  33.3943
#0001444	2020/02/23 18:30:25	16.84	 1.31312	0.078474	-0.867692	 5.72	16.06	15.475	 5.549	8.611670	   -inf	 0.0000	 1.0655	4835	496	310.817	100.084	15.652	  15.6362	  4.17449	  33.3866
#0001445	2020/02/23 19:00:25	16.85	 1.31105	0.080712	-0.866248	 5.74	16.02	15.531	 5.438	8.650164	   -inf	 0.0000	 1.0909	4835	496	313.918	101.256	15.732	  15.7306	  4.17917	  33.3485
#0001446	2020/02/23 19:30:25	16.85	 1.30938	0.077896	-0.870369	 5.72	16.09	15.575	 5.265	8.600532	   -inf	 0.0000	 1.0751	4835	496	309.427	99.898	15.774	  15.7672	  4.17542	  33.2842
#0001447	2020/02/23 20:00:25	16.85	 1.30589	0.080444	-0.867042	 5.74	16.13	15.669	 5.146	8.643993	   -inf	 0.0000	 1.0915	4835	496	307.088	99.384	15.888	  15.8931	  4.16828	  33.1150
#0001448	2020/02/23 20:30:25	16.85	 1.30511	0.080661	-0.869988	 5.72	16.22	15.690	 4.971	8.647568	   -inf	 0.0000	 1.0705	4835	496	306.849	99.315	15.892	  15.8814	  4.16987	  33.1389
#0001449	2020/02/23 21:00:25	16.86	 1.30464	0.076919	-0.867592	 5.72	16.20	15.702	 4.799	8.582147	   -inf	 0.0000	 1.0815	4835	496	307.741	99.608	15.894	  15.8842	  4.17288	  33.1633
#0001450	2020/02/23 21:30:25	16.86	 1.30224	0.077267	-0.869859	 5.72	16.27	15.767	 4.667	8.587538	   -inf	 0.0000	 1.0552	4835	496	309.393	100.317	15.976	  15.9745	  4.17467	  33.1037
#0001451	2020/02/23 22:00:25	16.86	 1.29977	0.080208	-0.866859	 5.72	16.32	15.833	 4.576	8.638129	   -inf	 0.0000	 1.0939	4835	496	312.513	101.475	16.044	  16.0385	  4.17955	  33.0934
#0001452	2020/02/23 22:30:25	16.86	 1.29794	0.080872	-0.866908	 5.72	16.40	15.882	 4.455	8.649179	   -inf	 0.0000	 1.0854	4835	496	315.785	102.629	16.086	  16.0821	  4.18687	  33.1217
#0001453	2020/02/23 23:00:25	16.86	 1.29623	0.077108	-0.869672	 5.72	16.41	15.929	 4.371	8.583067	   -inf	 0.0000	 1.0978	4835	496	311.991	101.499	16.134	  16.1216	  4.17789	  33.0096
#0001454	2020/02/23 23:30:25	16.86	 1.29578	0.075636	-0.868097	 5.72	16.48	15.941	 4.333	8.557275	   -inf	 0.0000	 1.0911	4835	496	313.202	101.880	16.127	  16.1132	  4.18382	  33.0689
#0001455	2020/02/24 00:00:25	16.86	 1.29444	0.079377	-0.871748	 5.72	16.49	15.977	 4.229	8.622108	   -inf	 0.0000	 1.0917	4835	496	315.624	102.760	16.170	  16.1644	  4.18704	  33.0547
#0001456	2020/02/24 00:30:25	16.86	 1.29378	0.080815	-0.870787	 5.72	16.53	15.995	 4.213	8.646984	   -inf	 0.0000	 1.0156	4835	496	314.248	102.330	16.178	  16.1055	  4.18429	  33.0794
#0001457	2020/02/24 01:00:25	16.87	 1.29324	0.080946	-0.871240	 5.74	16.52	16.009	 4.179	8.649109	   -inf	 0.0000	 1.0268	4835	496	313.563	102.131	16.189	  16.1017	  4.18124	  33.0556
#0001458	2020/02/24 01:30:25	16.87	 1.29237	0.080969	-0.870963	 5.72	16.55	16.033	 4.203	8.649261	   -inf	 0.0000	 0.9949	4835	496	312.155	101.735	16.219	  16.1841	  4.17746	  32.9539
#0001459	2020/02/24 02:00:25	16.87	 1.29438	0.079605	-0.871161	 5.72	16.52	15.978	 4.293	8.626063	   -inf	 0.0000	 1.0830	4835	496	312.521	101.671	16.133	  16.0840	  4.18505	  33.1040
#0001460	2020/02/24 02:30:25	16.87	 1.29614	0.078214	-0.875455	 5.74	16.52	15.931	 4.375	8.602314	   -inf	 0.0000	 1.1041	4835	496	301.086	97.843	16.081	  16.0250	  4.18056	  33.1136
#0001461	2020/02/24 03:07:53	16.86	 1.29744	0.079893	-0.873671	 5.72	17.58	15.896	 4.565	8.631961	   -inf	 0.0000	 1.0363	4835	496	309.008	100.359	16.054	  16.0274	  4.19351	  33.2262
#0001462	2020/02/24 11:10:34	16.82	 1.30801	0.077401	-0.877996	 5.74	17.36	15.612	 4.572	8.591496	   -inf	 0.0000	 1.0756	4835	496	285.737	92.276	15.787	  15.7666	  4.16648	  33.2051
#0001463	2020/02/24 12:10:35	16.82	 1.30892	0.079159	-0.876636	 5.72	17.32	15.588	 4.563	8.622446	   -inf	 0.0000	 1.0815	4835	496	291.812	94.199	15.768	  15.7631	  4.17916	  33.3210
#0001464	2020/02/24 13:09:36	16.82	 1.30883	0.077991	-0.878567	 5.72	17.34	15.590	 4.684	8.602024	   -inf	 0.0000	 1.0581	4835	496	293.068	94.618	15.775	  15.7588	  4.17138	  33.2554
#0001465	2020/02/24 16:25:25	16.81	 1.32137	0.078469	-0.874151	 5.74	17.12	15.255	 5.634	8.613918	   -inf	 0.0000	 1.0785	4835	496	312.557	100.192	15.441	  15.4264	  4.15328	  33.3746
#0001466	2020/02/24 16:30:25	16.81	 1.32146	0.077430	-0.875174	 5.74	16.66	15.253	 5.656	8.595794	   -inf	 0.0000	 1.0831	4835	496	312.663	100.216	15.437	  15.4194	  4.15133	  33.3631
#0001467	2020/02/24 17:00:25	16.82	 1.32107	0.077349	-0.875171	 5.72	15.85	15.263	 5.725	8.594273	   -inf	 0.0000	 1.0988	4835	496	312.883	100.296	15.441	  15.4267	  4.15228	  33.3655
#0001468	2020/02/24 17:30:25	16.82	 1.32082	0.079943	-0.875449	 5.72	15.82	15.270	 5.742	8.639534	   -inf	 0.0000	 1.0996	4835	496	314.509	100.843	15.453	  15.4423	  4.15216	  33.3511
#0001469	2020/02/24 18:00:25	16.82	 1.32059	0.079386	-0.875446	 5.72	15.81	15.276	 5.749	8.629735	   -inf	 0.0000	 1.1055	4835	496	314.610	100.894	15.462	  15.4508	  4.15333	  33.3543
#0001470	2020/02/24 18:30:25	16.83	 1.31996	0.078231	-0.874968	 5.72	15.84	15.293	 5.653	8.609368	   -inf	 0.0000	 1.0804	4835	496	316.203	101.442	15.479	  15.4646	  4.15432	  33.3516
#0001471	2020/02/24 19:00:25	16.83	 1.31918	0.079290	-0.873348	 5.74	15.83	15.314	 5.479	8.627643	   -inf	 0.0000	 1.0780	4835	496	320.643	102.917	15.501	  15.4895	  4.15744	  33.3584
#0001472	2020/02/24 19:30:25	16.83	 1.31817	0.079696	-0.875828	 5.74	15.86	15.341	 5.384	8.634452	   -inf	 0.0000	 1.1074	4835	496	315.860	101.446	15.531	  15.5209	  4.15662	  33.3244
#0001473	2020/02/24 20:00:25	16.83	 1.31765	0.078431	-0.874054	 5.72	15.87	15.354	 5.246	8.612209	   -inf	 0.0000	 1.0793	4835	496	316.131	101.568	15.547	  15.5179	  4.15697	  33.3301
#0001474	2020/02/24 20:30:25	16.83	 1.31722	0.077784	-0.874115	 5.72	15.91	15.366	 5.067	8.600782	   -inf	 0.0000	 1.1080	4835	496	316.019	101.547	15.554	  15.5400	  4.15807	  33.3213
#0001475	2020/02/24 21:00:25	16.84	 1.31584	0.077605	-0.874541	 5.72	15.90	15.403	 4.879	8.597277	   -inf	 0.0000	 1.1080	4835	496	318.521	102.452	15.600	  15.5847	  4.15826	  33.2851
#0001476	2020/02/24 21:30:25	16.84	 1.31368	0.080227	-0.874373	 5.74	16.00	15.460	 4.778	8.642444	   -inf	 0.0000	 1.1099	4835	496	320.713	103.296	15.663	  15.6438	  4.15911	  33.2428
#0001477	2020/02/24 22:00:25	16.84	 1.31128	0.078064	-0.873587	 5.74	16.01	15.525	 4.630	8.604005	   -inf	 0.0000	 1.1076	4835	496	319.450	103.044	15.733	  15.7281	  4.16098	  33.1886
#0001478	2020/02/24 22:30:25	16.84	 1.30847	0.079622	-0.877136	 5.72	16.07	15.600	 4.503	8.630396	   -inf	 0.0000	 1.1069	4835	496	323.688	104.595	15.816	  15.8201	  4.16199	  33.1203
#0001479	2020/02/24 23:00:25	16.84	 1.30667	0.079732	-0.875146	 5.72	16.15	15.648	 4.430	8.631805	   -inf	 0.0000	 1.1015	4835	496	320.838	103.757	15.853	  15.8092	  4.16549	  33.1606
#0001480	2020/02/24 23:30:25	16.84	 1.30476	0.076325	-0.876537	 5.74	16.20	15.699	 4.361	8.571809	   -inf	 0.0000	 1.1001	4835	496	320.422	103.731	15.902	  15.8913	  4.17244	  33.1535
#0001481	2020/02/25 00:00:25	16.84	 1.30339	0.076259	-0.877843	 5.74	16.23	15.736	 4.224	8.570262	   -inf	 0.0000	 1.0992	4835	496	318.665	103.234	15.935	  15.9219	  4.17254	  33.1288
#0001482	2020/02/25 00:30:25	16.84	 1.30491	0.075539	-0.875748	 5.74	16.26	15.695	 4.195	8.558132	   -inf	 0.0000	 1.0954	4835	496	318.039	102.872	15.862	  15.8091	  4.16657	  33.1703
#0001483	2020/02/25 01:00:25	16.84	 1.30707	0.079438	-0.876414	 5.74	16.21	15.637	 4.216	8.626793	   -inf	 0.0000	 1.0987	4835	496	316.588	102.219	15.778	  15.6573	  4.16071	  33.2458
#0001484	2020/02/25 01:30:25	16.84	 1.30576	0.075728	-0.877153	 5.74	16.20	15.672	 4.241	8.561664	   -inf	 0.0000	 1.0986	4835	496	318.648	103.022	15.841	  15.7699	  4.16537	  33.1925
#0001485	2020/02/25 02:00:25	16.85	 1.30528	0.077178	-0.877073	 5.72	16.18	15.685	 4.258	8.586842	   -inf	 0.0000	 1.1021	4835	496	321.814	104.087	15.860	  15.8321	  4.16290	  33.1183
#0001486	2020/02/25 02:30:25	16.85	 1.30624	0.077770	-0.875295	 5.74	16.23	15.659	 4.378	8.597435	   -inf	 0.0000	 1.0933	4835	496	311.880	100.792	15.822	  15.7591	  4.07928	  32.4366
#0001487	2020/02/25 03:00:25	16.85	 1.29874	0.077978	-0.877601	 5.74	16.28	15.861	 4.496	8.598937	   -inf	 0.0000	 1.0920	4835	496	305.488	99.292	16.090	  16.0492	  4.14050	  32.7395
#0001488	2020/02/25 04:08:12	16.83	 1.30062	0.076529	-0.874089	 5.74	17.53	15.811	 4.856	8.574198	   -inf	 0.0000	 1.0640	4835	496	311.100	100.875	15.978	  15.9427	  4.18930	  33.2599
#0001489	2020/02/25 05:07:49	16.82	 1.30448	0.075871	-0.879399	 5.72	17.46	15.707	 5.148	8.563807	   -inf	 0.0000	 1.0669	4835	496	317.682	102.770	15.869	  15.8457	  4.18756	  33.3260
#0001490	2020/02/25 06:07:48	16.82	 1.30742	0.081075	-0.873085	 5.72	17.40	15.628	 5.326	8.655449	   -inf	 0.0000	 0.9990	4835	496	315.699	101.948	15.786	  15.7512	  4.18435	  33.3773
#0001491	2020/02/25 07:03:35	16.81	 1.30720	0.079102	-0.873864	 5.72	17.48	15.634	 5.335	8.620954	   -inf	 0.0000	 1.0353	4835	496	315.165	101.823	15.808	  15.7881	  4.18155	  33.3212
#0001492	2020/02/25 08:07:52	16.81	 1.30849	0.076940	-0.877401	 5.72	17.35	15.599	 5.142	8.583591	   -inf	 0.0000	 1.0788	4835	496	313.356	101.158	15.770	  15.7502	  4.17848	  33.3258
#0001493	2020/02/25 09:07:46	16.81	 1.30760	0.076957	-0.877020	 5.72	17.37	15.623	 4.925	8.583638	   -inf	 0.0000	 1.0042	4835	496	310.915	100.442	15.804	  15.7865	  4.18066	  33.3146
#0001494	2020/02/25 09:12:45	16.80	 1.30745	0.067106	-0.886772	 5.72	17.06	15.627	 4.924	8.411672	   -inf	 0.0000	 1.0754	4835	496	312.846	101.081	15.811	  15.7947	  4.18264	  33.3253
#0001495	2020/02/25 10:09:29	16.80	 1.30610	0.078506	-0.877108	 5.72	17.38	15.663	 4.722	8.610250	   -inf	 0.0000	 1.0792	4835	496	305.004	98.643	15.857	  15.8497	  4.17996	  33.2552
#0001496	2020/02/25 11:09:13	16.80	 1.30501	0.079155	-0.873931	 5.72	17.43	15.693	 4.616	8.621247	   -inf	 0.0000	 1.0725	4835	496	299.306	96.823	15.868	  15.8410	  4.17899	  33.2538
#0001497	2020/02/25 12:09:17	16.80	 1.30583	0.078599	-0.874269	 5.72	17.42	15.671	 4.522	8.611782	   -inf	 0.0000	 1.0704	4835	496	296.379	95.812	15.836	  15.8037	  4.10424	  32.6212
#0001498	2020/02/25 13:07:47	16.80	 1.30506	0.078623	-0.877425	 5.72	17.43	15.691	 4.519	8.611980	   -inf	 0.0000	 1.0689	4835	496	298.181	96.439	15.858	  15.8159	  4.10197	  32.5911
#0001499	2020/02/25 14:07:55	16.79	 1.31607	0.077069	-0.874583	 5.72	17.34	15.396	 4.736	8.587967	   -inf	 0.0000	 1.0802	4835	496	304.122	97.617	15.503	  15.4473	  4.04495	  32.3874
#0001500	2020/02/25 15:03:21	16.79	 1.32379	0.078537	-0.876941	 5.72	17.12	15.191	 5.015	8.615792	   -inf	 0.0000	 1.0929	4835	496	307.396	98.327	15.342	  15.3176	  4.02733	  32.3367
#0001501	2020/02/25 15:30:25	16.79	 1.32465	0.079383	-0.875805	 5.74	16.41	15.168	 5.154	8.630828	   -inf	 0.0000	 1.1005	4835	496	305.908	97.820	15.327	  15.3055	  4.03981	  32.4584
#0001502	2020/02/25 16:00:25	16.80	 1.32663	0.078699	-0.874468	 5.72	15.97	15.115	 5.327	8.619440	   -inf	 0.0000	 1.1106	4835	496	301.933	96.439	15.274	  15.2507	  4.02424	  32.3642
#0001503	2020/02/25 16:30:25	16.80	 1.32795	0.076327	-0.875750	 5.72	15.68	15.080	 5.469	8.578340	   -inf	 0.0000	 1.1169	4835	496	301.783	96.332	15.245	  15.2229	  4.13379	  33.3724
#0001504	2020/02/25 17:00:25	16.81	 1.32824	0.076381	-0.875133	 5.74	15.63	15.072	 5.566	8.579356	   -inf	 0.0000	 1.1167	4835	496	303.079	96.756	15.251	  15.2363	  4.13357	  33.3591
#0001505	2020/02/25 17:30:25	16.81	 1.32787	0.076695	-0.876344	 5.72	15.65	15.082	 5.649	8.584746	   -inf	 0.0000	 1.1183	4835	496	306.049	97.737	15.266	  15.2482	  4.13714	  33.3811
#0001506	2020/02/25 18:00:25	16.81	 1.32572	0.079349	-0.873459	 5.72	15.66	15.139	 5.632	8.630547	   -inf	 0.0000	 1.1103	4835	496	310.086	99.184	15.340	  15.3294	  4.14490	  33.3818
#0001507	2020/02/25 18:30:25	16.81	 1.32273	0.079575	-0.873845	 5.74	15.98	15.219	 5.605	8.633636	   -inf	 0.0000	 1.1136	4835	496	310.691	99.575	15.432	  15.4265	  4.15346	  33.3762
#0001508	2020/02/25 19:00:25	16.81	 1.32127	0.076648	-0.873903	 5.74	15.97	15.258	 5.560	8.582072	   -inf	 0.0000	 1.1065	4835	496	312.266	100.121	15.452	  15.4325	  4.15455	  33.3809
#0001509	2020/02/25 19:30:25	16.81	 1.31928	0.078219	-0.876498	 5.72	15.84	15.311	 5.414	8.608968	   -inf	 0.0000	 1.1084	4835	496	315.490	101.280	15.510	  15.5013	  4.16181	  33.3875
#0001510	2020/02/25 20:00:25	16.82	 1.31772	0.077794	-0.873508	 5.72	15.86	15.353	 5.299	8.601109	   -inf	 0.0000	 1.1108	4835	496	310.790	99.848	15.545	  15.5294	  4.16294	  33.3738
#0001511	2020/02/25 20:30:25	16.82	 1.31672	0.077943	-0.872738	 5.74	15.92	15.379	 5.176	8.603419	   -inf	 0.0000	 1.1081	4835	496	312.352	100.395	15.566	  15.5227	  4.16367	  33.3860
#0001512	2020/02/25 21:00:25	16.82	 1.31396	0.080032	-0.873812	 5.74	15.93	15.453	 5.027	8.639120	   -inf	 0.0000	 1.1072	4835	496	315.123	101.490	15.661	  15.6439	  4.17004	  33.3403
#0001513	2020/02/25 21:30:25	16.82	 1.31210	0.076532	-0.877157	 5.72	15.99	15.503	 4.866	8.577477	   -inf	 0.0000	 1.1068	4835	496	315.830	101.808	15.702	  15.6989	  4.17158	  33.3076
#0001514	2020/02/25 22:00:25	16.82	 1.31122	0.074675	-0.877573	 5.72	16.04	15.526	 4.749	8.544806	   -inf	 0.0000	 1.1031	4835	496	312.128	100.653	15.720	  15.6899	  4.17190	  33.3180
#0001515	2020/02/25 22:30:25	16.82	 1.30541	0.075469	-0.873405	 5.72	16.15	15.682	 4.653	8.557045	   -inf	 0.0000	 1.1007	4835	496	312.879	101.325	15.919	  15.9396	  4.18773	  33.2486
#0001516	2020/02/25 23:00:25	16.82	 1.30247	0.076643	-0.876299	 5.72	16.14	15.761	 4.526	8.576714	   -inf	 0.0000	 1.1006	4835	496	312.026	101.210	15.994	  15.9959	  4.19293	  33.2474
#0001517	2020/02/25 23:30:25	16.82	 1.30402	0.075801	-0.875780	 5.72	16.28	15.719	 4.432	8.562463	   -inf	 0.0000	 1.0959	4835	496	313.972	101.586	15.876	  15.7843	  4.18009	  33.3114
#0001518	2020/02/26 00:00:25	16.82	 1.30037	0.078229	-0.873847	 5.74	16.30	15.817	 4.369	8.603781	   -inf	 0.0000	 1.0971	4835	496	315.405	102.375	16.026	  15.9992	  4.19131	  33.2303
#0001519	2020/02/26 00:30:25	16.83	 1.30279	0.077971	-0.877195	 5.74	16.31	15.752	 4.285	8.599977	   -inf	 0.0000	 1.0979	4835	496	311.432	100.806	15.896	  15.8243	  4.18090	  33.2848
#0001520	2020/02/26 01:00:25	16.83	 1.29941	0.075907	-0.874334	 5.72	16.32	15.843	 4.259	8.563022	   -inf	 0.0000	 1.0951	4835	496	311.415	101.128	16.048	  15.8343	  4.18029	  33.2710
#0001521	2020/02/26 01:30:25	16.83	 1.29981	0.075913	-0.875424	 5.72	16.40	15.832	 4.269	8.563226	   -inf	 0.0000	 1.0913	4835	496	313.019	101.540	15.998	  15.7603	  4.17634	  33.2982
#0001522	2020/02/26 02:00:25	16.83	 1.30135	0.078321	-0.874571	 5.74	16.34	15.791	 4.274	8.605658	   -inf	 0.0000	 1.0950	4835	496	311.535	100.900	15.924	  15.8251	  4.18066	  33.2821
#0001523	2020/02/26 02:30:25	16.83	 1.30071	0.079334	-0.873097	 5.74	16.32	15.808	 4.368	8.623150	   -inf	 0.0000	 1.0355	4835	496	314.999	102.131	15.974	  15.9085	  4.18414	  33.2428
#0001524	2020/02/26 03:00:25	16.83	 1.30087	0.075134	-0.875885	 5.74	16.35	15.804	 4.481	8.549933	   -inf	 0.0000	 1.0902	4835	496	314.001	101.807	15.974	  15.8812	  4.18462	  33.2700
#0001525	2020/02/26 03:30:25	16.83	 1.30301	0.077509	-0.873399	 5.74	16.61	15.746	 4.599	8.591963	   -inf	 0.0000	 1.0904	4835	496	307.464	99.513	15.892	  15.8481	  4.18455	  33.2974
#0001526	2020/02/26 05:08:38	16.81	 1.31460	0.077800	-0.876281	 5.72	17.21	15.436	 5.120	8.600327	   -inf	 0.0000	 1.0872	4835	496	305.279	98.142	15.576	  15.5499	  4.16442	  33.3697
#0001527	2020/02/26 11:08:19	16.78	 1.31034	0.077220	-0.876920	 5.74	17.30	15.550	 4.680	8.588992	   -inf	 0.0000	 1.0857	4835	496	296.275	95.549	15.724	  15.7019	  4.17484	  33.3342
#0001528	2020/02/26 13:07:50	16.77	 1.31060	0.078095	-0.874413	 5.72	17.28	15.543	 4.512	8.604346	   -inf	 0.0000	 1.0189	4835	496	299.981	96.736	15.720	  15.7000	  4.18236	  33.4028
#0001529	2020/02/26 14:10:56	16.77	 1.31085	0.079354	-0.872781	 5.74	17.28	15.536	 4.634	8.626393	   -inf	 0.0000	 1.0836	4835	496	303.093	97.719	15.710	  15.6994	  4.17982	  33.3807
#0001530	2020/02/26 14:30:25	16.78	 1.31078	0.079167	-0.876212	 5.72	16.18	15.538	 4.704	8.623103	   -inf	 0.0000	 1.0850	4835	496	304.794	98.290	15.721	  15.7071	  4.18119	  33.3864
#0001531	2020/02/26 15:00:25	16.78	 1.31751	0.075733	-0.876295	 5.72	16.18	15.358	 4.800	8.565034	   -inf	 0.0000	 1.0946	4835	496	300.056	96.208	15.453	  15.3811	  4.14319	  33.3225
#0001532	2020/02/26 15:30:25	16.79	 1.32214	0.077779	-0.875918	 5.74	15.87	15.235	 4.965	8.602090	   -inf	 0.0000	 1.0783	4835	496	302.832	96.942	15.378	  15.3542	  4.14386	  33.3514
#0001533	2020/02/26 16:00:25	16.79	 1.32285	0.079024	-0.873813	 5.74	15.78	15.216	 5.095	8.624041	   -inf	 0.0000	 1.0741	4835	496	301.300	96.463	15.383	  15.3645	  4.14400	  33.3439
#0001534	2020/02/26 16:30:25	16.79	 1.32219	0.078508	-0.873544	 5.72	15.80	15.233	 5.247	8.614847	   -inf	 0.0000	 1.1046	4835	496	303.507	97.243	15.419	  15.4068	  4.14778	  33.3419
#0001535	2020/02/26 17:00:25	16.79	 1.32172	0.076268	-0.874341	 5.74	15.78	15.246	 5.316	8.575560	   -inf	 0.0000	 1.1055	4835	496	303.386	97.233	15.432	  15.4208	  4.15119	  33.3607
#0001536	2020/02/26 17:30:25	16.79	 1.32189	0.078356	-0.873691	 5.74	15.81	15.241	 5.420	8.612098	   -inf	 0.0000	 1.1036	4835	496	302.842	97.041	15.424	  15.4019	  4.15134	  33.3780
#0001537	2020/02/26 18:00:25	16.80	 1.32208	0.077151	-0.875689	 5.72	15.78	15.236	 5.478	8.591097	   -inf	 0.0000	 1.1147	4835	496	302.953	97.063	15.417	  15.3996	  4.15269	  33.3921
#0001538	2020/02/26 18:30:25	16.80	 1.32167	0.077615	-0.873743	 5.74	15.80	15.247	 5.542	8.599081	   -inf	 0.0000	 1.1125	4835	496	303.177	97.164	15.431	  15.4190	  4.15389	  33.3864
#0001539	2020/02/26 19:00:25	16.80	 1.32139	0.075322	-0.876428	 5.72	15.79	15.255	 5.512	8.558944	   -inf	 0.0000	 1.1057	4835	496	304.086	97.473	15.440	  15.4255	  4.15549	  33.3953
#0001540	2020/02/26 19:30:25	16.80	 1.32088	0.074846	-0.876420	 5.74	15.83	15.268	 5.459	8.550475	   -inf	 0.0000	 1.1033	4835	496	304.603	97.670	15.455	  15.4383	  4.15709	  33.3987
#0001541	2020/02/26 20:00:25	16.80	 1.31995	0.075997	-0.876569	 5.72	15.83	15.293	 5.391	8.570327	   -inf	 0.0000	 1.0934	4835	496	306.785	98.430	15.483	  15.4523	  4.15833	  33.3979
#0001542	2020/02/26 20:30:25	16.80	 1.31914	0.077834	-0.872980	 5.74	15.86	15.315	 5.210	8.602194	   -inf	 0.0000	 1.0886	4835	496	306.942	98.520	15.502	  15.4834	  4.15953	  33.3823
#0001543	2020/02/26 21:00:25	16.80	 1.31608	0.078066	-0.873382	 5.72	15.89	15.396	 5.140	8.605392	   -inf	 0.0000	 1.1022	4835	496	305.581	98.312	15.611	  15.6023	  4.17098	  33.3839
#0001544	2020/02/26 21:30:25	16.80	 1.31559	0.074860	-0.877523	 5.72	15.95	15.409	 4.985	8.549250	   -inf	 0.0000	 1.1063	4835	496	302.719	97.370	15.600	  15.5739	  4.17055	  33.4042
#0001545	2020/02/26 22:00:25	16.81	 1.31483	0.079282	-0.873257	 5.72	15.93	15.430	 4.904	8.626272	   -inf	 0.0000	 1.1013	4835	496	307.758	99.039	15.623	  15.6026	  4.17005	  33.3754
#0001546	2020/02/26 22:30:25	16.81	 1.31119	0.076357	-0.875405	 5.74	15.99	15.527	 4.722	8.574176	   -inf	 0.0000	 1.0591	4835	496	312.572	100.862	15.751	  15.7493	  4.17776	  33.3201
#0001547	2020/02/26 23:00:25	16.81	 1.31213	0.075371	-0.873335	 5.74	16.02	15.502	 4.623	8.557221	   -inf	 0.0000	 1.0942	4835	496	306.837	98.862	15.680	  15.6048	  4.17224	  33.3932
#0001548	2020/02/26 23:30:25	16.81	 1.31138	0.077674	-0.873986	 5.74	16.10	15.522	 4.541	8.597215	   -inf	 0.0000	 1.0982	4835	496	306.127	98.670	15.697	  15.6212	  4.17309	  33.3868
#0001549	2020/02/27 00:00:25	16.81	 1.31177	0.078542	-0.873073	 5.74	16.08	15.511	 4.453	8.612482	   -inf	 0.0000	 1.0183	4835	496	306.199	98.663	15.683	  15.6267	  4.17229	  33.3750
#0001550	2020/02/27 00:30:25	16.81	 1.31253	0.078350	-0.875983	 5.74	16.05	15.491	 4.392	8.609343	   -inf	 0.0000	 1.0986	4835	496	302.152	97.298	15.653	  15.6130	  4.17172	  33.3815
#0001551	2020/02/27 01:00:25	16.81	 1.31230	0.078313	-0.872642	 5.72	16.05	15.497	 4.330	8.608643	   -inf	 0.0000	 1.0182	4835	496	304.931	98.243	15.677	  15.6245	  4.17251	  33.3788
#0001552	2020/02/27 01:30:25	16.81	 1.31141	0.075977	-0.875988	 5.72	16.04	15.521	 4.310	8.567598	   -inf	 0.0000	 1.0114	4835	496	308.950	99.586	15.700	  15.6830	  4.17520	  33.3533
#0001553	2020/02/27 02:00:25	16.81	 1.30950	0.076434	-0.872885	 5.74	16.06	15.572	 4.335	8.575039	   -inf	 0.0000	 1.1039	4835	496	311.140	100.445	15.771	  15.7597	  4.17923	  33.3245
#0001554	2020/02/27 02:30:25	16.81	 1.30797	0.077689	-0.874997	 5.74	16.13	15.613	 4.429	8.596508	   -inf	 0.0000	 1.0123	4835	496	310.620	100.362	15.811	  15.7916	  4.18130	  33.3161
#0001555	2020/02/27 03:00:25	16.81	 1.30755	0.077083	-0.873416	 5.72	16.14	15.625	 4.510	8.585810	   -inf	 0.0000	 1.1005	4835	496	310.214	100.231	15.811	  15.7885	  4.18077	  33.3139
#0001556	2020/02/27 03:30:25	16.81	 1.30612	0.078761	-0.873482	 5.74	16.19	15.663	 4.589	8.614691	   -inf	 0.0000	 1.0205	4835	496	305.581	98.830	15.857	  15.8457	  4.18435	  33.2975
#0001557	2020/02/27 04:00:25	16.81	 1.30574	0.079004	-0.872707	 5.72	16.18	15.673	 4.728	8.618835	   -inf	 0.0000	 1.0962	4835	496	305.029	98.661	15.861	  15.8485	  4.18714	  33.3199
#0001558	2020/02/27 04:30:25	16.81	 1.30628	0.079313	-0.872408	 5.74	16.20	15.658	 4.876	8.624372	   -inf	 0.0000	 1.0938	4835	496	308.328	99.675	15.836	  15.8212	  4.18555	  33.3289
#0001559	2020/02/27 05:00:25	16.82	 1.30692	0.075254	-0.875815	 5.74	16.17	15.641	 5.037	8.553729	   -inf	 0.0000	 1.0887	4835	496	307.060	99.226	15.818	  15.7877	  4.18467	  33.3493
#0001560	2020/02/27 05:30:25	16.82	 1.31003	0.076749	-0.874474	 5.72	16.14	15.558	 5.155	8.580679	   -inf	 0.0000	 1.1036	4835	496	306.260	98.741	15.711	  15.6754	  4.17767	  33.3817
